timestamp,sensor_name,address,roll_deg,pitch_deg,yaw_deg,cal_system,cal_gyro,cal_accel,cal_mag
2026-09-03T00:50:37.056,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.060,IMU-2,0x29,0.0,0.0,0.0,0,0,0,0
2026-09-03T00:50:37.156,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.157,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.256,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.257,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.356,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.357,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.456,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.458,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.556,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.558,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.657,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.658,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.757,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.758,IMU-2,0x29,-2.0,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.857,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.859,IMU-2,0x29,-1.94,177.94,269.88,0,0,0,0
2026-09-03T00:50:37.958,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:37.960,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.057,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.059,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.157,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.159,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.256,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.259,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.356,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.359,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.456,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.459,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.556,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.559,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.656,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.659,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.756,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.759,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.856,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.859,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:38.957,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:38.960,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.056,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.059,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.156,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.159,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.256,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.259,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.356,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.358,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.456,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.458,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.556,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.558,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.656,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.658,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.757,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.758,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.857,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.858,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:39.957,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:39.959,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.057,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.058,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.157,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.158,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.257,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.259,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.357,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.359,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.458,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.459,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.558,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.560,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.658,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.660,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.758,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.760,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.859,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.861,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:40.959,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:40.962,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.059,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.062,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.159,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.162,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.259,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.262,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.359,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.362,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.459,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.462,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.559,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.562,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.659,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.662,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.759,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.762,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.859,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.863,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:41.960,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:41.964,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.060,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.062,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.160,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.162,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.260,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.261,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.360,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.361,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.459,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.461,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.559,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.561,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.659,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.660,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.759,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.760,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.859,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.861,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:42.959,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:42.961,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.059,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.061,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.159,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.161,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.259,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.261,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.359,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.362,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.459,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.462,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.559,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.562,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.659,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.662,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.759,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.763,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.860,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.863,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:43.960,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:43.964,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.060,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.063,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.160,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.163,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.261,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.264,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.361,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.364,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.461,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.464,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.561,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.564,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.661,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.664,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.761,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.764,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.861,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.864,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:44.962,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:44.966,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.061,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.063,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.162,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.163,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.262,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.263,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.362,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.363,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.462,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.463,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.561,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.563,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.661,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.663,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.760,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.763,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.860,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.863,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:45.961,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:45.964,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.060,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.063,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.160,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.163,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.261,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.264,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.362,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.365,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.461,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.464,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.561,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.564,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.661,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.664,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.761,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.764,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.861,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.864,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:46.962,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:46.966,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.062,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.065,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.162,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.164,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.262,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.264,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.362,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.364,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.462,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.464,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.563,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.564,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.663,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.664,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.763,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.764,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.863,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.864,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:47.964,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:47.966,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.063,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.065,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.163,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.165,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.263,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.265,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.363,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.365,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.463,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.465,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.564,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.566,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.664,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.666,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.764,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.766,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.864,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.866,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:48.964,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:48.967,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.063,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.066,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.163,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.165,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.262,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.264,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.362,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.364,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.462,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.464,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.563,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.564,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.663,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.664,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.763,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.764,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.863,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.864,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:49.963,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:49.965,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.063,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.064,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.163,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.165,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.263,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.265,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.363,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.365,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.464,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.465,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.564,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.566,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.664,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.666,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.764,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
2026-09-03T00:50:50.766,IMU-2,0x29,-1.94,177.94,269.88,0,3,0,0
2026-09-03T00:50:50.865,IMU-1,0x28,-1.06,179.5,317.0,0,3,0,0
